driver_id,driver_name,city,join_date,driver_rating,is_active
141,Driver_141,Bangalore,1/6/2022,3.4,N
142,Driver_142,Bangalore,12/12/2022,4.6,Y
143,Driver_143,Bangalore,3/16/2023,3.3,Y
144,Driver_144,Delhi,9/2/2023,3.4,Y
145,Driver_145,Bangalore,9/26/2023,3.8,N
146,Driver_146,Delhi,9/25/2021,4.5,Y
147,Driver_147,Delhi,4/25/2022,3.5,Y
148,Driver_148,Hyderabad,1/23/2023,4.2,Y
149,Driver_149,Hyderabad,4/15/2024,4.4,Y
150,Driver_150,Bangalore,7/28/2023,4.6,N
151,Driver_151,Bangalore,11/19/2021,3.2,N
152,Driver_152,Bangalore,9/6/2023,3.1,Y
153,Driver_153,Delhi,11/6/2023,4.4,Y
154,Driver_154,Bangalore,7/27/2021,4.5,N
155,Driver_155,Chennai,6/20/2024,3.7,Y
156,Driver_156,Mumbai,6/24/2024,4.1,Y
157,Driver_157,Hyderabad,12/5/2022,4.4,Y
158,Driver_158,Bangalore,6/6/2023,3.6,Y
159,Driver_159,Hyderabad,3/22/2023,4.7,N
160,Driver_160,Bangalore,2/14/2023,3.3,Y
161,Driver_161,Chennai,11/13/2021,4.1,Y
162,Driver_162,Mumbai,8/4/2022,4.6,Y
163,Driver_163,Mumbai,4/1/2022,3.2,Y
164,Driver_164,Chennai,11/15/2021,4.4,Y
165,Driver_165,Mumbai,8/4/2023,3.4,N
166,Driver_166,Chennai,10/24/2024,4.2,Y
167,Driver_167,Hyderabad,8/10/2021,3.6,Y
168,Driver_168,Mumbai,4/9/2024,4.6,Y
169,Driver_169,Mumbai,2/23/2022,4.7,N
170,Driver_170,Mumbai,9/22/2023,4.7,Y
171,Driver_171,Delhi,5/24/2023,3.8,Y
172,Driver_172,Mumbai,2/10/2021,3.3,Y
173,Driver_173,Mumbai,5/14/2022,4.9,Y
174,Driver_174,Delhi,5/20/2024,4.6,Y
175,Driver_175,Chennai,1/26/2021,3.6,Y
176,Driver_176,Delhi,10/9/2023,4.4,Y
177,Driver_177,Bangalore,4/28/2023,3.4,Y
178,Driver_178,Chennai,4/4/2023,4.6,Y
179,Driver_179,Bangalore,2/20/2022,4.8,Y
180,Driver_180,Bangalore,3/14/2022,3.3,Y
181,Driver_181,Bangalore,11/17/2024,3,Y
182,Driver_182,Mumbai,6/19/2021,3.5,Y
183,Driver_183,Chennai,4/24/2021,4.1,Y
184,Driver_184,Bangalore,6/5/2022,4.5,Y
185,Driver_185,Hyderabad,12/15/2024,4.2,Y
186,Driver_186,Mumbai,10/25/2022,4.3,Y
187,Driver_187,Hyderabad,12/14/2023,4.5,Y
188,Driver_188,Bangalore,2/12/2024,4.7,N
189,Driver_189,Delhi,6/22/2021,3.7,Y
190,Driver_190,Chennai,5/28/2022,4.8,Y
191,Driver_191,Bangalore,12/7/2022,3.9,Y
192,Driver_192,Mumbai,6/7/2024,4.9,Y
193,Driver_193,Delhi,2/3/2022,3.4,Y
194,Driver_194,Hyderabad,8/5/2023,3.9,N
195,Driver_195,Hyderabad,11/26/2024,4.4,N
196,Driver_196,Hyderabad,2/4/2021,4.2,Y
197,Driver_197,Hyderabad,1/11/2021,3.7,N
198,Driver_198,Bangalore,11/26/2024,4.1,Y
199,Driver_199,Chennai,7/26/2022,3.7,Y
200,Driver_200,Bangalore,8/11/2021,4.4,Y
201,Driver_201,Hyderabad,1/11/2023,4.2,Y
202,Driver_202,Delhi,4/15/2023,4.2,Y
203,Driver_203,Hyderabad,1/20/2024,3.4,Y
204,Driver_204,Bangalore,3/10/2021,4.4,Y
205,Driver_205,Mumbai,7/27/2023,3.2,Y
206,Driver_206,Bangalore,11/26/2022,3.7,Y
207,Driver_207,Hyderabad,6/17/2022,4.2,Y
208,Driver_208,Bangalore,12/22/2023,4.9,Y
209,Driver_209,Chennai,1/18/2023,3.2,Y
210,Driver_210,Mumbai,2/9/2022,4.2,Y
211,Driver_211,Mumbai,12/9/2023,4.8,Y
212,Driver_212,Hyderabad,9/18/2023,3.9,Y
213,Driver_213,Mumbai,11/25/2022,4.6,N
214,Driver_214,Chennai,10/24/2021,4.5,N
215,Driver_215,Mumbai,5/4/2023,4.9,Y
216,Driver_216,Mumbai,9/25/2024,4.9,Y
217,Driver_217,Chennai,3/28/2022,4.8,Y
218,Driver_218,Chennai,1/14/2024,3.6,Y
219,Driver_219,Delhi,4/24/2023,4.8,Y
220,Driver_220,Chennai,6/25/2022,4.9,Y
221,Driver_221,Delhi,1/14/2022,4.8,Y
222,Driver_222,Delhi,2/22/2024,3.4,Y
223,Driver_223,Delhi,11/16/2021,4.8,Y
224,Driver_224,Delhi,1/11/2021,4.2,Y
225,Driver_225,Hyderabad,7/6/2022,3.4,Y
226,Driver_226,Mumbai,1/17/2024,4.5,Y
227,Driver_227,Delhi,1/13/2023,4,Y
228,Driver_228,Mumbai,11/26/2022,4,Y
229,Driver_229,Hyderabad,4/18/2021,4,Y
230,Driver_230,Mumbai,11/19/2022,3.3,Y
231,Driver_231,Hyderabad,12/9/2021,3.3,Y
232,Driver_232,Delhi,1/6/2021,3.9,Y
233,Driver_233,Delhi,11/24/2024,3.7,Y
234,Driver_234,Mumbai,5/24/2021,3.8,Y
235,Driver_235,Chennai,7/1/2024,3.9,Y
236,Driver_236,Delhi,7/18/2022,3.3,Y
237,Driver_237,Delhi,9/13/2024,3.1,Y
238,Driver_238,Delhi,12/13/2024,3.7,Y
239,Driver_239,Chennai,1/4/2022,4.9,Y
240,Driver_240,Mumbai,12/28/2023,3.1,Y
241,Driver_241,Chennai,2/27/2023,4.6,Y
242,Driver_242,Hyderabad,4/20/2021,3.1,Y
243,Driver_243,Hyderabad,6/18/2022,3.9,Y
244,Driver_244,Chennai,7/21/2022,3.6,Y
245,Driver_245,Bangalore,6/6/2022,3.1,Y
246,Driver_246,Delhi,3/23/2021,4.9,Y
247,Driver_247,Hyderabad,7/25/2022,4.4,N
248,Driver_248,Chennai,4/27/2024,3.8,Y
249,Driver_249,Hyderabad,11/19/2024,3.5,Y
250,Driver_250,Bangalore,10/25/2024,4.2,Y
251,Driver_251,Delhi,7/6/2021,3.7,Y
252,Driver_252,Chennai,5/4/2021,4,Y
253,Driver_253,Mumbai,2/5/2022,3.3,Y
254,Driver_254,Delhi,7/20/2021,4.7,Y
255,Driver_255,Delhi,8/21/2022,4,Y
256,Driver_256,Hyderabad,2/27/2022,3,Y
257,Driver_257,Chennai,4/15/2022,4,Y
258,Driver_258,Mumbai,10/18/2024,5,Y
259,Driver_259,Bangalore,12/26/2021,3.5,Y
260,Driver_260,Delhi,9/11/2021,3.2,Y
261,Driver_261,Bangalore,1/17/2024,3.3,Y
262,Driver_262,Hyderabad,5/1/2024,3.8,Y
263,Driver_263,Hyderabad,5/28/2024,3.7,Y
264,Driver_264,Delhi,1/13/2024,4,Y
265,Driver_265,Delhi,2/13/2022,3.2,Y
266,Driver_266,Mumbai,4/23/2024,3.8,Y
267,Driver_267,Delhi,10/24/2021,3.2,Y
268,Driver_268,Chennai,8/19/2021,3.4,N
269,Driver_269,Mumbai,10/25/2024,4.7,Y
270,Driver_270,Hyderabad,11/27/2023,5,Y
271,Driver_271,Hyderabad,7/28/2022,3.1,Y
272,Driver_272,Chennai,5/24/2023,4,Y
273,Driver_273,Delhi,9/3/2024,4.7,Y
274,Driver_274,Chennai,8/17/2024,4.5,Y
275,Driver_275,Bangalore,5/9/2021,4,Y
276,Driver_276,Hyderabad,6/16/2021,4.8,Y
277,Driver_277,Hyderabad,12/2/2021,4.9,Y
278,Driver_278,Bangalore,3/17/2023,3.5,Y
279,Driver_279,Delhi,5/7/2022,3.4,Y
280,Driver_280,Chennai,11/23/2024,3.6,N
281,Driver_281,Delhi,7/21/2024,3.2,Y
282,Driver_282,Bangalore,1/16/2022,3.7,Y
283,Driver_283,Delhi,4/5/2021,3.8,Y
284,Driver_284,Bangalore,12/11/2023,4.7,N
285,Driver_285,Hyderabad,10/7/2024,4.7,Y
286,Driver_286,Hyderabad,11/2/2023,4.5,Y
287,Driver_287,Mumbai,7/20/2021,4.5,Y
288,Driver_288,Hyderabad,11/2/2024,3.8,Y
289,Driver_289,Chennai,5/20/2022,4.2,Y
290,Driver_290,Mumbai,1/4/2022,4.5,Y
291,Driver_291,Delhi,1/28/2024,3.3,Y
292,Driver_292,Chennai,10/19/2023,3.5,Y
293,Driver_293,Chennai,10/23/2021,3.6,Y
294,Driver_294,Hyderabad,12/19/2021,3,Y
295,Driver_295,Bangalore,4/12/2023,3.4,Y
296,Driver_296,Delhi,2/27/2021,3.3,Y
297,Driver_297,Hyderabad,3/20/2022,4.3,Y
298,Driver_298,Delhi,11/4/2022,4,Y
299,Driver_299,Delhi,10/7/2021,3.2,Y
300,Driver_300,Bangalore,11/9/2023,4.6,Y
301,Driver_301,Bangalore,4/13/2021,3.8,Y
302,Driver_302,Mumbai,5/19/2022,3,Y
303,Driver_303,Delhi,11/18/2022,4.9,Y
304,Driver_304,Hyderabad,7/18/2024,4.7,Y
305,Driver_305,Chennai,3/23/2021,4.2,Y
306,Driver_306,Chennai,8/8/2024,3.7,Y
307,Driver_307,Mumbai,1/4/2024,5,Y
308,Driver_308,Mumbai,3/12/2022,4.3,Y
309,Driver_309,Mumbai,8/2/2021,3.3,Y
310,Driver_310,Bangalore,1/16/2023,4.7,Y
311,Driver_311,Bangalore,4/17/2023,4.8,Y
312,Driver_312,Bangalore,12/3/2024,4.9,Y
313,Driver_313,Mumbai,10/2/2024,4.1,Y
314,Driver_314,Bangalore,4/9/2023,4.8,Y
315,Driver_315,Chennai,9/9/2024,3.2,N
316,Driver_316,Chennai,8/23/2022,4.8,Y
317,Driver_317,Mumbai,11/13/2024,3.5,Y
318,Driver_318,Chennai,2/18/2024,4,Y
319,Driver_319,Chennai,11/16/2021,3.3,N
320,Driver_320,Bangalore,2/25/2021,3.1,Y
321,Driver_321,Mumbai,12/24/2024,3.9,Y
322,Driver_322,Bangalore,7/25/2022,4.6,Y
323,Driver_323,Hyderabad,7/18/2023,3.8,Y
324,Driver_324,Chennai,2/23/2023,3.2,Y
325,Driver_325,Hyderabad,2/16/2021,4.3,Y
326,Driver_326,Mumbai,4/2/2022,4.7,Y
327,Driver_327,Mumbai,10/11/2023,4.8,Y
328,Driver_328,Delhi,7/8/2021,4.1,Y
329,Driver_329,Delhi,12/6/2023,3.4,Y
330,Driver_330,Hyderabad,8/24/2024,3.3,Y
331,Driver_331,Mumbai,10/8/2022,3.6,Y
332,Driver_332,Bangalore,12/16/2023,4.8,Y
333,Driver_333,Delhi,3/19/2022,3.6,Y
334,Driver_334,Hyderabad,10/23/2022,3.3,Y
335,Driver_335,Hyderabad,11/28/2021,4.5,Y
336,Driver_336,Chennai,11/27/2021,5,Y
337,Driver_337,Bangalore,4/8/2021,3.3,Y
338,Driver_338,Delhi,2/10/2023,4.4,Y
339,Driver_339,Chennai,11/2/2024,3.6,Y
340,Driver_340,Delhi,9/11/2023,3.5,Y
341,Driver_341,Mumbai,5/27/2021,4.7,Y
342,Driver_342,Mumbai,8/20/2024,3.8,Y
343,Driver_343,Delhi,7/22/2024,4.5,Y
344,Driver_344,Mumbai,12/8/2023,3.7,Y
345,Driver_345,Hyderabad,10/28/2024,3.7,Y
346,Driver_346,Delhi,7/26/2021,4.1,Y
347,Driver_347,Mumbai,9/5/2021,3.3,Y
348,Driver_348,Hyderabad,9/12/2021,3.6,N
349,Driver_349,Chennai,11/23/2022,3.2,Y
350,Driver_350,Delhi,12/8/2023,3.3,Y
351,Driver_351,Mumbai,12/6/2021,3,Y
352,Driver_352,Hyderabad,4/19/2024,4.4,Y
353,Driver_353,Hyderabad,2/14/2021,3.9,Y
354,Driver_354,Chennai,6/2/2024,3.5,Y
355,Driver_355,Bangalore,12/28/2021,4.7,Y
356,Driver_356,Bangalore,1/28/2022,3.5,Y
357,Driver_357,Bangalore,2/17/2022,5,Y
358,Driver_358,Hyderabad,10/13/2021,3.9,Y
359,Driver_359,Delhi,6/18/2024,3.1,Y
360,Driver_360,Delhi,2/15/2021,4.8,Y
361,Driver_361,Mumbai,5/20/2021,3.1,Y
362,Driver_362,Hyderabad,8/6/2023,4.6,Y
363,Driver_363,Mumbai,8/2/2024,4.2,Y
364,Driver_364,Delhi,6/13/2022,4.8,Y
365,Driver_365,Bangalore,10/8/2021,4.6,Y
366,Driver_366,Delhi,8/13/2024,4.6,Y
367,Driver_367,Mumbai,2/3/2021,4.4,Y
368,Driver_368,Delhi,6/27/2024,3.6,Y
369,Driver_369,Hyderabad,5/5/2021,3.8,Y
370,Driver_370,Delhi,2/12/2021,3.2,Y
371,Driver_371,Mumbai,11/17/2024,3.2,Y
372,Driver_372,Delhi,12/21/2021,4.9,Y
373,Driver_373,Bangalore,4/21/2022,3.4,Y
374,Driver_374,Hyderabad,5/24/2024,4.1,Y
375,Driver_375,Hyderabad,12/2/2023,3.7,Y
376,Driver_376,Chennai,7/13/2022,3.2,Y
377,Driver_377,Delhi,1/19/2024,3.6,Y
378,Driver_378,Hyderabad,4/5/2021,3.7,Y
379,Driver_379,Chennai,8/17/2022,3.7,Y
380,Driver_380,Hyderabad,9/2/2024,4.6,Y
381,Driver_381,Mumbai,1/18/2024,4,Y
382,Driver_382,Mumbai,7/27/2022,4.5,Y
383,Driver_383,Chennai,8/2/2023,3.8,Y
384,Driver_384,Delhi,4/12/2023,4.6,Y
385,Driver_385,Delhi,11/21/2023,3,Y
386,Driver_386,Bangalore,4/21/2023,4.2,Y
387,Driver_387,Bangalore,9/25/2023,4.6,Y
388,Driver_388,Delhi,8/12/2024,3.4,Y
389,Driver_389,Mumbai,5/17/2024,4.5,Y
390,Driver_390,Hyderabad,1/17/2022,4.8,Y
391,Driver_391,Delhi,5/17/2023,3.5,Y
392,Driver_392,Delhi,12/2/2023,4.8,N
393,Driver_393,Chennai,12/6/2022,3.9,Y
394,Driver_394,Mumbai,10/28/2024,4.9,Y
395,Driver_395,Delhi,1/7/2023,4.1,Y
396,Driver_396,Bangalore,3/9/2021,3.4,Y
397,Driver_397,Bangalore,1/16/2024,5,Y
398,Driver_398,Bangalore,2/13/2024,4.9,Y
399,Driver_399,Bangalore,2/1/2023,3.2,Y
400,Driver_400,Hyderabad,7/26/2022,3.7,Y
401,Driver_401,Chennai,1/28/2023,4.7,Y
402,Driver_402,Mumbai,9/17/2024,4.4,Y
403,Driver_403,Bangalore,3/1/2022,3.7,Y
404,Driver_404,Chennai,1/2/2021,3.8,Y
405,Driver_405,Hyderabad,8/23/2024,3.7,Y
406,Driver_406,Hyderabad,9/4/2021,3.4,Y
407,Driver_407,Delhi,7/28/2022,3.2,N
408,Driver_408,Bangalore,7/13/2021,3.6,Y
409,Driver_409,Chennai,9/4/2021,4.1,Y
410,Driver_410,Mumbai,7/14/2024,5,Y
411,Driver_411,Delhi,2/5/2023,3.1,Y
412,Driver_412,Delhi,5/1/2024,3.2,Y
413,Driver_413,Chennai,12/1/2024,3.6,Y
414,Driver_414,Bangalore,12/24/2021,3.8,Y
415,Driver_415,Chennai,10/5/2022,4.2,Y
416,Driver_416,Delhi,7/6/2021,3.8,Y
417,Driver_417,Chennai,5/26/2024,3,Y
418,Driver_418,Chennai,8/26/2024,4.4,Y
419,Driver_419,Delhi,4/8/2024,3.1,Y
420,Driver_420,Chennai,10/5/2024,3,Y
421,Driver_421,Bangalore,9/13/2023,5,Y
422,Driver_422,Mumbai,5/5/2024,3.3,Y
423,Driver_423,Bangalore,6/22/2021,4.7,Y
424,Driver_424,Mumbai,11/28/2023,4.5,N
425,Driver_425,Bangalore,7/16/2024,4.3,Y
426,Driver_426,Mumbai,2/28/2023,3.1,Y
427,Driver_427,Mumbai,6/17/2021,4.6,Y
428,Driver_428,Chennai,10/12/2024,4.6,Y
429,Driver_429,Hyderabad,8/25/2021,3.5,Y
430,Driver_430,Hyderabad,11/23/2023,3.6,Y
431,Driver_431,Delhi,4/3/2022,3.3,Y
432,Driver_432,Mumbai,11/3/2022,4.2,Y
433,Driver_433,Mumbai,2/18/2023,3,Y
434,Driver_434,Bangalore,12/22/2022,3.1,Y
435,Driver_435,Chennai,12/5/2024,3.8,Y
436,Driver_436,Chennai,4/28/2023,3.6,Y
437,Driver_437,Chennai,9/22/2022,3.7,Y
438,Driver_438,Chennai,10/3/2023,3.9,Y
439,Driver_439,Mumbai,1/20/2021,3.1,Y
440,Driver_440,Hyderabad,8/6/2024,3.7,N
441,Driver_441,Chennai,2/7/2022,4.6,Y
442,Driver_442,Delhi,7/6/2022,3.7,Y
443,Driver_443,Mumbai,9/1/2022,5,Y
444,Driver_444,Chennai,10/13/2024,4,Y
445,Driver_445,Chennai,3/16/2024,4.7,Y
446,Driver_446,Bangalore,8/17/2024,4.7,Y
447,Driver_447,Mumbai,10/15/2021,4.6,Y
448,Driver_448,Mumbai,9/9/2021,3,Y
449,Driver_449,Delhi,7/26/2021,4.5,Y
450,Driver_450,Hyderabad,11/21/2024,3.6,N
451,Driver_451,Mumbai,6/5/2024,3.9,Y
452,Driver_452,Mumbai,9/10/2021,4,Y
453,Driver_453,Delhi,9/5/2023,3.9,Y
454,Driver_454,Delhi,4/26/2022,5,Y
455,Driver_455,Delhi,9/23/2024,3.7,Y
456,Driver_456,Delhi,3/12/2023,4.8,Y
457,Driver_457,Hyderabad,1/7/2024,4.5,Y
458,Driver_458,Chennai,4/20/2021,3.5,Y
459,Driver_459,Mumbai,4/24/2021,3.5,N
460,Driver_460,Hyderabad,4/16/2022,4.3,Y
461,Driver_461,Hyderabad,2/12/2023,4.9,Y
462,Driver_462,Chennai,4/1/2024,4.6,Y
463,Driver_463,Mumbai,4/9/2024,3.8,Y
464,Driver_464,Delhi,12/16/2021,4.1,Y
465,Driver_465,Mumbai,6/5/2023,4.3,Y
466,Driver_466,Hyderabad,2/25/2021,3.9,Y
467,Driver_467,Bangalore,1/15/2023,4.3,Y
468,Driver_468,Bangalore,5/19/2023,3.9,Y
469,Driver_469,Hyderabad,8/5/2023,3.7,Y
470,Driver_470,Bangalore,2/15/2024,3.8,Y
471,Driver_471,Delhi,10/10/2023,3.4,Y
472,Driver_472,Mumbai,5/6/2024,3.2,Y
473,Driver_473,Delhi,3/9/2024,4.7,N
474,Driver_474,Bangalore,4/19/2021,4.3,Y
475,Driver_475,Bangalore,8/23/2023,4,Y
476,Driver_476,Bangalore,9/8/2021,3.4,Y
477,Driver_477,Chennai,4/3/2024,4.1,Y
478,Driver_478,Mumbai,1/2/2023,4.4,Y
479,Driver_479,Delhi,4/13/2022,4.5,Y
480,Driver_480,Bangalore,5/8/2024,4.5,Y
481,Driver_481,Hyderabad,7/12/2021,4.8,Y
482,Driver_482,Mumbai,10/21/2023,3.7,Y
483,Driver_483,Bangalore,7/21/2023,4,Y
484,Driver_484,Hyderabad,8/16/2021,3.5,Y
485,Driver_485,Chennai,1/18/2023,3.1,Y
486,Driver_486,Delhi,7/21/2021,3.1,Y
487,Driver_487,Mumbai,7/9/2023,4.4,N
488,Driver_488,Delhi,3/8/2022,4,Y
489,Driver_489,Chennai,9/9/2022,4.5,Y
490,Driver_490,Hyderabad,7/8/2024,4.3,Y
491,Driver_491,Delhi,6/27/2022,3.2,Y
492,Driver_492,Chennai,2/3/2021,4.4,N
493,Driver_493,Mumbai,7/9/2024,3.8,Y
494,Driver_494,Delhi,11/2/2023,3.6,N
495,Driver_495,Hyderabad,2/26/2023,4.6,Y
496,Driver_496,Mumbai,2/18/2024,3.3,Y
497,Driver_497,Chennai,9/25/2022,4.6,Y
498,Driver_498,Delhi,12/10/2022,4.5,Y
499,Driver_499,Bangalore,2/6/2024,3.7,Y
500,Driver_500,Mumbai,1/11/2022,3.8,Y
501,Driver_501,Bangalore,10/18/2022,3.1,Y
502,Driver_502,Mumbai,8/24/2022,4.2,Y
503,Driver_503,Hyderabad,4/25/2024,3.2,Y
504,Driver_504,Bangalore,2/16/2023,3.7,Y
505,Driver_505,Delhi,11/13/2024,4.1,Y
506,Driver_506,Hyderabad,6/7/2024,4.4,Y
507,Driver_507,Bangalore,3/4/2022,4.1,Y
