payment_id,ride_id,payment_method,payment_status,payment_time,amount
46,46,cash,success,8/24/2025 23:50:44,318.79
47,47,card,success,11/11/2025 4:32:38,110.09
48,48,cash,success,12/17/2025 2:41:01,203.97
49,49,card,success,9/21/2025 5:19:57,91.15
50,50,card,success,10/15/2025 18:36:23,236.95
51,51,cash,success,11/25/2025 16:37:32,63.82
52,52,cash,success,10/30/2025 21:17:33,345.3
53,53,cash,success,12/19/2025 13:41:20,179.51
54,54,card,success,11/22/2025 9:21:11,329.49
55,55,cash,success,10/25/2025 12:13:17,71.69
56,56,upi,success,9/20/2025 23:17:17,229.93
57,57,cash,success,9/14/2025 7:14:01,175.12
58,58,cash,success,9/24/2025 0:28:32,174.26
59,59,upi,success,12/5/2025 21:47:49,123.27
60,60,upi,success,10/23/2025 14:29:31,183.57
61,61,card,success,11/12/2025 0:37:09,177.78
62,62,cash,success,12/25/2025 19:50:17,76.55
63,63,upi,success,9/6/2025 13:29:26,199.97
64,64,card,success,10/14/2025 3:40:38,263.05
65,65,card,success,10/24/2025 1:37:02,338.8
66,66,cash,success,8/22/2025 0:50:43,130.23
67,67,upi,success,12/12/2025 7:13:30,317.07
68,68,upi,success,8/31/2025 17:52:11,168.28
69,69,card,success,10/26/2025 15:37:38,176.48
70,70,card,success,9/28/2025 1:23:25,109.25
71,71,upi,success,10/2/2025 15:44:41,186.88
72,72,upi,success,8/13/2025 21:55:17,270.23
73,73,cash,success,7/19/2025 16:50:11,172.18
74,74,upi,success,9/20/2025 3:40:06,134.95
75,75,cash,success,9/29/2025 1:31:54,110.39
76,76,upi,success,9/3/2025 21:51:55,218.77
77,77,upi,success,12/23/2025 12:07:39,272.89
78,78,upi,success,12/2/2025 6:07:17,260.35
79,79,upi,success,11/15/2025 23:05:58,193.64
80,80,upi,success,12/5/2025 15:19:28,144.75
81,81,card,success,9/14/2025 12:52:29,156.49
82,82,card,success,12/25/2025 3:03:59,192.31
83,83,card,success,8/25/2025 17:41:16,232.87
84,84,cash,success,11/13/2025 21:02:48,255.11
85,85,cash,success,12/20/2025 3:47:01,156.48
86,86,card,success,1/9/2026 20:49:51,236.99
87,87,card,success,8/4/2025 13:54:42,219.74
88,88,card,success,11/1/2025 13:24:18,339.05
89,89,cash,success,12/15/2025 16:58:54,291.95
90,90,card,success,8/22/2025 1:30:30,302.75
91,91,upi,success,10/5/2025 19:27:19,84.73
92,92,upi,success,1/2/2026 6:29:26,56.61
93,93,cash,success,8/12/2025 15:34:45,307.97
94,94,cash,success,10/28/2025 12:43:34,127.74
95,95,card,success,10/4/2025 1:25:33,322.97
96,96,cash,success,9/30/2025 0:12:27,168.76
97,97,card,success,10/29/2025 23:57:47,99.47
98,98,card,success,10/17/2025 14:05:52,116.73
99,99,card,success,9/13/2025 22:31:07,231.89
100,100,upi,success,10/16/2025 9:33:20,190.53
101,101,cash,success,11/6/2025 4:06:42,269.53
102,102,upi,success,10/17/2025 4:18:43,274
103,103,upi,success,1/6/2026 10:40:21,135.31
104,104,upi,success,1/3/2026 4:04:13,304.72
105,105,upi,success,11/15/2025 16:15:18,259.86
106,106,upi,success,9/7/2025 23:05:55,104.75
107,107,upi,success,9/2/2025 7:25:49,72.52
108,108,cash,success,9/17/2025 15:10:28,65.39
109,109,card,success,8/27/2025 18:13:42,287.7
110,110,upi,success,7/25/2025 13:34:52,328.73
111,111,cash,success,10/8/2025 20:44:35,94.52
112,112,card,success,12/30/2025 4:58:13,144.81
113,113,cash,success,10/27/2025 2:54:27,229.31
114,114,card,success,10/12/2025 18:49:17,204.26
115,115,card,success,12/29/2025 17:29:49,332.58
116,116,card,success,8/31/2025 18:47:12,337.99
117,117,upi,success,12/28/2025 7:08:13,104.88
118,118,cash,success,9/17/2025 7:37:41,100.46
119,119,upi,success,10/8/2025 17:34:00,286.61
120,120,upi,success,10/13/2025 17:34:35,332.34
121,121,cash,success,8/23/2025 0:36:01,344.82
122,122,upi,success,9/27/2025 22:59:44,79.13
123,123,card,success,9/10/2025 22:43:47,322.51
124,124,upi,success,12/11/2025 21:02:24,178.71
125,125,upi,success,11/24/2025 3:06:30,150.76
126,126,cash,success,10/9/2025 17:48:40,55.82
127,127,card,success,11/4/2025 14:18:55,68.74
128,128,card,success,12/5/2025 12:07:52,62.95
129,129,card,success,7/23/2025 23:48:57,208.12
130,130,upi,success,11/12/2025 14:45:13,102.18
131,131,cash,success,11/16/2025 18:58:57,62.75
132,132,cash,success,7/30/2025 18:23:04,74.04
133,133,card,success,12/20/2025 13:54:11,259.74
134,134,upi,success,7/30/2025 12:35:23,328.46
135,135,upi,success,1/8/2026 16:33:33,217.86
136,136,cash,success,10/17/2025 7:17:10,196.55
137,137,cash,success,10/6/2025 7:17:54,211.9
138,138,card,success,9/23/2025 15:21:03,146.3
139,139,upi,success,12/5/2025 15:24:25,60.33
140,140,cash,success,9/27/2025 23:41:00,221.03
141,141,cash,success,8/12/2025 16:02:26,115.65
142,142,cash,success,12/24/2025 12:09:32,157.53
143,143,cash,success,11/2/2025 5:17:59,124.72
144,144,cash,success,7/30/2025 21:01:18,166.36
145,145,cash,success,7/19/2025 15:55:03,247
146,146,card,success,11/18/2025 11:44:52,244.75
147,147,card,success,12/11/2025 19:20:44,294.08
148,148,upi,success,8/18/2025 6:58:03,242.57
149,149,upi,success,7/22/2025 8:02:32,299.76
150,150,upi,success,12/17/2025 17:00:34,53.68
151,151,card,success,11/1/2025 11:00:15,328.28
152,152,cash,success,10/14/2025 21:45:58,151.73
153,153,card,success,11/13/2025 17:04:06,204.13
154,154,card,success,8/7/2025 23:10:38,56.18
155,155,card,success,8/4/2025 7:47:19,340.81
156,156,cash,success,8/27/2025 6:27:22,328.14
157,157,upi,success,9/27/2025 10:46:03,193.4
158,158,upi,success,10/4/2025 18:32:05,65.71
159,159,cash,success,11/4/2025 15:46:05,60.51
160,160,cash,success,8/16/2025 21:51:01,256.48
161,161,cash,success,11/18/2025 2:43:43,58.9
162,162,card,success,10/9/2025 14:49:28,144.84
163,163,cash,success,9/6/2025 18:31:22,249.83
164,164,upi,success,7/30/2025 11:58:18,79.05
165,165,cash,success,11/20/2025 21:58:20,161.35
166,166,card,success,11/1/2025 23:48:46,195.8
167,167,card,success,10/4/2025 20:43:47,246.37
168,168,cash,success,8/25/2025 23:24:48,209.66
169,169,upi,success,8/10/2025 0:17:49,103.76
170,170,cash,success,9/7/2025 10:44:29,61.69
171,171,upi,success,11/20/2025 14:05:32,348.42
172,172,upi,success,10/25/2025 14:52:18,112.62
173,173,cash,success,1/4/2026 4:12:44,217.02
174,174,cash,success,9/7/2025 2:41:14,86.5
175,175,upi,success,8/11/2025 15:51:31,278.96
176,176,upi,success,7/20/2025 6:53:25,180.55
177,177,card,success,7/17/2025 15:20:35,165.63
178,178,upi,success,1/12/2026 14:07:30,286.75
179,179,upi,success,7/30/2025 11:41:57,335.43
180,180,upi,success,9/6/2025 18:37:19,154.62
181,181,upi,success,12/24/2025 9:13:04,345.81
182,182,card,success,10/26/2025 1:16:20,277.46
183,183,cash,success,12/24/2025 21:15:04,64.82
184,184,card,success,8/1/2025 8:12:21,74.51
185,185,upi,success,9/24/2025 21:23:19,322.72
186,186,card,success,9/4/2025 15:04:46,168.41
187,187,upi,success,11/26/2025 12:10:12,195.67
188,188,cash,success,7/22/2025 20:08:20,324.12
189,189,card,success,9/10/2025 13:51:46,237.69
190,190,cash,success,11/18/2025 18:00:13,204.93
191,191,cash,success,10/17/2025 9:02:54,309.13
192,192,upi,success,10/8/2025 18:47:39,151.7
193,193,card,success,9/20/2025 15:50:49,309.33
194,194,card,success,9/7/2025 5:59:27,270.16
195,195,card,success,8/6/2025 5:06:39,142.26
196,196,card,success,1/11/2026 20:01:30,90.19
197,197,card,success,8/21/2025 2:51:22,155.16
198,198,cash,success,11/30/2025 6:22:08,192.07
199,199,card,success,9/8/2025 19:06:29,85.94
200,200,card,success,9/8/2025 18:34:45,185.32
201,201,cash,success,9/11/2025 17:14:45,272.38
202,202,card,success,12/23/2025 20:38:20,210.33
203,203,card,success,7/24/2025 15:22:35,169.63
204,204,cash,success,10/28/2025 23:49:07,254.67
205,205,upi,success,9/8/2025 17:16:44,237.86
206,206,upi,success,11/20/2025 8:25:49,53.24
207,207,cash,success,11/11/2025 13:33:15,113.2
208,208,upi,success,8/12/2025 20:01:50,151.28
209,209,upi,success,7/20/2025 22:51:30,218.08
210,210,upi,success,12/1/2025 21:10:03,255.31
211,211,cash,success,8/30/2025 11:58:45,174.38
212,212,card,success,8/2/2025 20:23:27,190.34
213,213,upi,success,9/8/2025 8:05:22,119.9
214,214,card,success,12/5/2025 15:16:37,210.11
215,215,cash,success,11/12/2025 23:19:32,127.59
216,216,card,success,9/19/2025 1:25:38,115.92
217,217,card,success,11/13/2025 17:52:07,62.7
218,218,cash,success,9/12/2025 9:02:43,301.92
219,219,cash,success,1/13/2026 4:33:44,176.5
220,220,card,success,10/17/2025 19:36:20,338.81
221,221,cash,success,10/30/2025 5:43:42,211.1
222,222,upi,success,1/5/2026 14:31:18,192.83
223,223,card,success,10/25/2025 11:51:20,128.99
224,224,cash,success,10/3/2025 15:26:58,63.81
225,225,cash,success,10/31/2025 7:11:34,175.92
226,226,cash,success,11/7/2025 16:08:02,159.32
227,227,cash,success,12/11/2025 4:33:48,248.38
228,228,cash,success,8/25/2025 15:22:34,247.29
229,229,cash,success,10/2/2025 12:56:24,68.45
230,230,upi,success,10/17/2025 12:58:29,274.2
231,231,cash,success,12/3/2025 9:00:02,339.7
232,232,cash,success,9/12/2025 15:13:39,182.2
233,233,card,success,10/9/2025 17:05:07,280.53
234,234,cash,success,12/13/2025 15:59:40,316.21
235,235,card,success,11/21/2025 8:11:29,134.1
236,236,card,success,9/17/2025 4:14:10,198.75
237,237,upi,success,1/10/2026 11:56:37,158.7
238,238,card,success,8/9/2025 14:36:49,59.9
239,239,upi,success,1/9/2026 12:20:47,197.99
240,240,upi,success,12/31/2025 19:58:09,94.14
241,241,cash,success,8/27/2025 13:39:10,347.11
242,242,upi,success,12/1/2025 11:33:21,53.65
243,243,cash,success,9/11/2025 14:20:36,116.21
244,244,card,success,8/17/2025 21:33:18,164.62
245,245,cash,success,9/27/2025 21:04:18,188.5
246,246,upi,success,8/7/2025 5:58:46,232.86
247,247,card,success,9/14/2025 17:00:57,81.35
248,248,cash,success,9/30/2025 18:17:36,106.85
249,249,cash,success,12/18/2025 21:24:06,297.35
250,250,upi,success,11/21/2025 3:16:04,339.19
251,251,cash,success,1/11/2026 18:35:08,262.64
252,252,cash,success,11/22/2025 13:31:14,84.34
253,253,upi,success,7/28/2025 16:00:25,153.12
254,254,upi,success,10/8/2025 1:07:12,224.78
255,255,upi,success,12/13/2025 7:06:23,228.93
256,256,upi,success,7/23/2025 15:23:30,117.25
257,257,cash,success,1/9/2026 4:56:36,204.72
258,258,cash,success,10/30/2025 21:51:58,112.82
259,259,card,success,11/7/2025 20:19:27,61.09
260,260,cash,success,9/11/2025 11:00:47,151.1
261,261,upi,success,11/8/2025 10:44:14,130.01
262,262,card,success,7/20/2025 6:12:29,262.87
263,263,card,success,10/14/2025 5:52:29,108.39
264,264,card,success,10/7/2025 6:08:55,291.52
265,265,upi,success,12/4/2025 12:58:55,56.18
266,266,card,success,12/31/2025 1:52:29,150.26
267,267,upi,success,12/5/2025 8:17:27,223.27
268,268,cash,success,7/29/2025 15:29:57,158.06
269,269,card,success,10/13/2025 17:21:32,318.24
270,270,cash,success,1/2/2026 3:57:24,114.87
271,271,card,success,12/5/2025 17:48:12,346.93
272,272,cash,success,7/29/2025 16:20:19,210.28
273,273,card,success,11/25/2025 3:42:44,313.49
274,274,cash,success,10/6/2025 15:58:04,264.2
275,275,upi,success,9/29/2025 9:28:01,116.47
276,276,upi,success,9/14/2025 15:04:00,334.28
277,277,cash,success,11/23/2025 11:50:54,200.18
278,278,card,success,8/16/2025 9:57:42,130.35
279,279,cash,success,10/3/2025 7:39:52,121.52
280,280,cash,success,10/16/2025 18:01:46,146.41
281,281,upi,success,8/6/2025 18:44:56,87.92
282,282,card,success,8/7/2025 22:19:09,278.94
283,283,card,success,9/9/2025 22:34:22,254.89
284,284,card,success,10/14/2025 20:43:36,174.83
285,285,card,success,11/19/2025 8:55:54,276.39
286,286,cash,success,11/1/2025 13:05:19,51.36
287,287,cash,success,11/9/2025 13:42:55,78.15
288,288,upi,success,10/6/2025 5:19:00,117.11
289,289,cash,success,9/21/2025 4:42:51,316.99
290,290,upi,success,1/13/2026 5:03:47,289.06
291,291,cash,success,1/8/2026 17:14:43,158.06
292,292,card,success,7/21/2025 13:06:34,244.1
293,293,cash,success,7/21/2025 13:10:21,300.07
294,294,cash,success,8/26/2025 20:02:15,140.51
295,295,cash,success,9/13/2025 12:08:31,225.08
296,296,upi,success,10/8/2025 12:30:38,227.21
297,297,upi,success,11/21/2025 21:36:41,206.86
298,298,card,success,8/27/2025 19:59:27,287.67
299,299,upi,success,11/3/2025 12:01:57,258.92
300,300,upi,success,8/30/2025 1:40:38,306.88
301,301,upi,success,9/4/2025 21:24:29,312.14
302,302,cash,success,9/30/2025 16:12:11,249.48
303,303,card,success,12/13/2025 13:52:54,320.05
304,304,upi,success,10/3/2025 0:54:22,195.29
305,305,upi,success,10/26/2025 17:06:06,179.1
306,306,cash,success,7/22/2025 17:36:31,224.71
307,307,cash,success,9/16/2025 4:19:29,118.83
308,308,cash,success,10/7/2025 14:34:47,116.36
309,309,upi,success,12/11/2025 11:39:15,53.1
310,310,upi,success,8/1/2025 14:57:45,326.04
311,311,card,success,9/11/2025 10:56:50,146.25
312,312,card,success,12/14/2025 20:15:19,229.6
313,313,cash,success,12/8/2025 1:49:09,335.55
314,314,card,success,10/6/2025 11:40:57,130.9
315,315,upi,success,1/6/2026 5:21:06,282.07
316,316,card,success,9/29/2025 5:16:39,263.38
317,317,card,success,11/21/2025 21:36:21,202.98
318,318,upi,success,9/24/2025 7:30:27,232.58
319,319,upi,success,11/20/2025 13:22:36,147.13
320,320,cash,success,12/26/2025 19:04:20,95.46
321,321,cash,success,11/21/2025 20:50:23,329.76
322,322,upi,success,9/21/2025 9:23:38,317.9
323,323,cash,success,12/14/2025 1:22:08,177.12
324,324,cash,success,7/29/2025 22:03:26,266.19
325,325,upi,success,9/29/2025 11:51:40,275.33
326,326,card,success,9/7/2025 9:21:18,124.24
327,327,cash,success,1/4/2026 9:56:18,264.84
328,328,card,success,9/30/2025 21:53:30,191.02
329,329,upi,success,9/15/2025 12:26:15,308.98
330,330,card,success,12/25/2025 7:13:52,240.2
331,331,upi,success,10/26/2025 22:09:32,147.26
332,332,upi,success,9/19/2025 2:33:53,155.13
333,333,cash,success,12/12/2025 0:59:10,66.7
334,334,card,success,8/6/2025 15:39:08,309.72
335,335,card,success,1/11/2026 21:42:31,302.27
336,336,upi,success,11/26/2025 23:36:24,123.11
337,337,card,success,10/16/2025 5:14:43,265.04
338,338,cash,success,8/24/2025 20:44:41,79.3
339,339,upi,success,12/7/2025 17:58:15,167.81
340,340,cash,success,8/25/2025 19:28:54,181.36
341,341,cash,success,12/15/2025 23:33:21,237.5
342,342,cash,success,12/9/2025 13:24:34,192.7
343,343,upi,success,10/31/2025 9:39:19,103.65
344,344,upi,success,8/26/2025 7:00:51,249.97
345,345,cash,success,11/23/2025 0:57:07,308.05
346,346,upi,success,10/17/2025 20:17:04,185.69
347,347,card,success,8/5/2025 14:01:30,182.52
348,348,cash,success,8/31/2025 3:28:04,254.09
349,349,card,success,10/22/2025 14:17:12,75.63
350,350,card,success,11/12/2025 6:46:42,167.07
351,351,cash,success,7/19/2025 21:20:43,323.58
352,352,cash,success,8/24/2025 9:41:18,332.8
353,353,card,success,11/22/2025 17:39:14,251.47
354,354,cash,success,10/17/2025 4:51:12,189.25
355,355,upi,success,12/22/2025 3:42:27,166.48
356,356,cash,success,11/12/2025 9:29:52,185.54
357,357,upi,success,10/28/2025 9:23:30,168.92
358,358,card,success,11/17/2025 11:30:25,213.82
359,359,card,success,8/29/2025 1:54:21,129.37
360,360,cash,success,8/26/2025 22:18:34,312.68
361,361,card,success,10/1/2025 0:59:40,272.26
362,362,cash,success,12/2/2025 14:11:33,263.52
363,363,upi,success,11/14/2025 1:34:44,197.95
364,364,upi,success,9/17/2025 4:42:52,97.86
365,365,cash,success,10/3/2025 0:16:53,87.63
366,366,cash,success,12/22/2025 22:41:27,122.89
367,367,upi,success,7/28/2025 14:21:43,256.8
368,368,card,success,1/9/2026 4:34:25,204.86
369,369,card,success,10/24/2025 6:12:28,284.72
370,370,card,success,12/4/2025 23:13:56,204.56
371,371,upi,success,9/27/2025 5:19:17,296.64
372,372,cash,success,10/3/2025 3:55:30,121.51
373,373,upi,success,11/24/2025 22:44:03,153.13
374,374,cash,success,7/29/2025 7:57:01,337.82
375,375,upi,success,9/25/2025 6:28:37,113.96
376,376,card,success,10/6/2025 16:48:24,77.21
377,377,card,success,7/25/2025 22:11:51,241.82
378,378,cash,success,10/20/2025 23:01:29,159.62
379,379,cash,success,10/4/2025 23:45:09,160.71
380,380,card,success,9/27/2025 10:51:53,89.09
381,381,cash,success,10/15/2025 8:39:50,243.94
382,382,upi,success,7/18/2025 2:09:20,96.26
383,383,card,success,10/21/2025 13:13:03,203.29
384,384,upi,success,8/2/2025 9:24:32,254.41
385,385,card,success,8/28/2025 8:46:21,52.53
386,386,cash,success,1/10/2026 16:17:34,316.62
387,387,cash,success,9/17/2025 16:01:33,210.05
388,388,upi,success,11/28/2025 15:21:09,304.26
389,389,cash,success,9/17/2025 7:36:25,65.36
390,390,card,success,8/2/2025 19:49:30,114.58
391,391,card,success,9/11/2025 3:58:25,206.69
392,392,cash,success,12/14/2025 12:15:15,165
393,393,card,success,8/30/2025 22:10:09,278.98
394,394,cash,success,11/29/2025 15:42:39,239.53
395,395,upi,success,12/16/2025 19:08:53,318.12
396,396,cash,success,12/11/2025 8:27:59,339.77
397,397,upi,success,12/4/2025 17:03:22,283.76
398,398,cash,success,11/24/2025 5:19:24,339.37
399,399,cash,success,9/2/2025 23:39:09,253.54
400,400,upi,success,11/2/2025 2:10:11,322.83
401,401,card,success,8/20/2025 15:58:34,51.98
402,402,upi,success,12/18/2025 13:03:00,110.57
403,403,upi,success,9/29/2025 20:56:07,189.99
404,404,upi,success,8/25/2025 1:51:30,94.03
405,405,upi,success,8/18/2025 4:45:50,101.78
406,406,card,success,8/13/2025 16:59:01,164.06
407,407,upi,success,9/9/2025 4:46:41,66.66
408,408,upi,success,9/26/2025 22:37:13,309.8
409,409,upi,success,7/29/2025 8:35:53,118.68
410,410,card,success,9/19/2025 7:18:30,214.5
411,411,card,success,9/28/2025 23:31:55,318.72
412,412,cash,success,12/31/2025 13:20:21,210.51
413,413,card,success,8/21/2025 10:08:33,125.65
414,414,card,success,10/11/2025 1:16:37,183.62
415,415,upi,success,10/28/2025 19:42:50,56.15
416,416,card,success,8/22/2025 1:43:25,101.73
417,417,cash,success,9/28/2025 12:22:27,110.99
418,418,upi,success,8/30/2025 11:57:05,175.72
419,419,cash,success,11/13/2025 22:37:18,127.72
420,420,cash,success,8/2/2025 4:51:17,239.24
421,421,card,success,10/13/2025 19:53:05,250.58
422,422,upi,success,7/23/2025 1:09:27,135.41
423,423,upi,success,9/27/2025 14:08:22,105.83
424,424,cash,success,8/31/2025 10:43:09,154.05
425,425,cash,success,8/20/2025 7:28:49,198.45
426,426,cash,success,12/25/2025 9:23:34,133.68
427,427,cash,success,7/24/2025 11:27:05,181.45
428,428,card,success,7/17/2025 22:58:49,194.69
429,429,card,success,8/22/2025 8:55:43,65.76
430,430,upi,success,9/16/2025 10:42:16,349.26
431,431,upi,success,10/22/2025 6:54:16,272.52
432,432,card,success,10/3/2025 1:01:08,239.24
433,433,upi,success,10/3/2025 3:44:25,264.19
434,434,card,success,1/4/2026 12:49:51,117.07
435,435,card,success,9/2/2025 22:47:41,121.82
436,436,card,success,12/24/2025 0:03:26,139.4
437,437,upi,success,9/30/2025 9:53:46,54.76
438,438,cash,success,9/29/2025 8:11:25,304.75
439,439,card,success,8/3/2025 13:23:01,192.71
440,440,card,success,12/23/2025 1:57:42,102.68
441,441,cash,success,10/29/2025 17:28:13,317.7
442,442,card,success,10/5/2025 11:34:34,252.5
443,443,upi,success,8/9/2025 5:58:48,262.82
444,444,upi,success,9/28/2025 18:05:51,297.54
445,445,cash,success,11/20/2025 2:07:27,142.81
446,446,cash,success,7/20/2025 3:41:46,268.82
447,447,upi,success,1/6/2026 5:27:29,66.94
448,448,cash,success,1/5/2026 9:23:53,278.79
449,449,cash,success,10/23/2025 6:28:51,233.06
450,450,upi,success,10/25/2025 7:59:15,318.04
451,451,card,success,12/11/2025 8:06:28,150.7
452,452,cash,success,1/10/2026 13:34:49,77.87
453,453,upi,success,9/11/2025 11:25:08,316.86
454,454,cash,success,8/30/2025 9:24:02,61.67
455,455,card,success,10/5/2025 5:15:03,166.46
456,456,upi,success,9/3/2025 19:13:53,284.29
457,457,card,success,7/23/2025 22:21:40,276.25
458,458,card,success,8/30/2025 18:08:48,227.28
459,459,upi,success,1/9/2026 0:35:01,72.18
460,460,upi,success,10/9/2025 13:15:59,160.15
461,461,cash,success,11/26/2025 19:39:13,319.9
462,462,card,success,10/9/2025 8:40:09,174.1
463,463,upi,success,10/28/2025 1:44:15,82.31
464,464,card,success,9/21/2025 12:02:12,180.24
465,465,cash,success,10/24/2025 23:10:30,60.35
466,466,card,success,11/29/2025 4:23:28,104.42
467,467,cash,success,12/4/2025 12:05:17,168.11
468,468,card,success,11/4/2025 23:09:21,174.61
469,469,upi,success,11/13/2025 3:20:19,295.35
470,470,upi,success,10/17/2025 0:03:55,334.29
471,471,card,success,8/23/2025 3:21:31,211.67
472,472,upi,success,9/8/2025 6:53:11,169.83
473,473,card,success,8/10/2025 13:41:06,242.13
474,474,upi,success,10/31/2025 19:50:12,185.93
475,475,cash,success,8/1/2025 5:06:52,284.99
476,476,cash,success,10/16/2025 12:42:44,178.41
477,477,card,success,10/10/2025 12:17:16,133.07
478,478,upi,success,11/13/2025 0:24:47,296.95
479,479,card,success,1/1/2026 11:45:37,251.37
480,480,upi,success,8/1/2025 14:30:22,173.55
481,481,card,success,12/3/2025 4:14:23,248.81
482,482,upi,success,11/12/2025 5:00:34,259.38
483,483,upi,success,10/10/2025 13:11:34,171.73
484,484,cash,success,12/11/2025 4:28:46,108.8
485,485,cash,success,1/12/2026 7:30:08,142.86
486,486,upi,success,12/12/2025 11:01:50,203.14
487,487,card,success,9/29/2025 13:47:11,343.57
488,488,card,success,1/7/2026 7:53:03,198.65
489,489,cash,success,7/31/2025 23:26:28,98.71
490,490,cash,success,10/7/2025 20:42:50,224.87
491,491,card,success,11/29/2025 23:55:47,304.17
492,492,upi,success,10/27/2025 15:13:02,166.85
493,493,cash,success,1/1/2026 17:24:14,56.75
494,494,card,success,12/31/2025 23:15:52,333.58
495,495,cash,success,10/28/2025 16:50:51,93.46
496,496,upi,success,12/6/2025 4:27:45,294.72
497,497,cash,success,11/6/2025 11:43:13,54.22
498,498,cash,success,11/10/2025 21:15:50,139.76
499,499,upi,success,8/20/2025 4:59:22,94.72
500,500,card,success,12/10/2025 2:40:42,61.42
501,501,card,success,9/17/2025 19:32:18,336.28
502,502,card,success,10/3/2025 19:26:51,153.59
503,503,cash,success,12/30/2025 8:47:25,53.88
504,504,card,success,1/5/2026 18:01:57,161.97
505,505,card,success,1/7/2026 22:56:56,321.15
506,506,card,success,9/26/2025 0:11:52,282.11
507,507,cash,success,10/26/2025 14:08:04,219.49
508,508,card,success,9/13/2025 20:09:12,217.42
509,509,cash,success,7/24/2025 10:52:13,235.88
510,510,card,success,10/11/2025 21:24:16,222.71
511,511,card,success,12/10/2025 11:23:51,146.91
512,512,upi,success,12/29/2025 22:27:36,54.31
513,513,upi,success,9/30/2025 9:12:17,82.71
514,514,upi,success,8/16/2025 20:36:27,343.46
515,515,upi,success,12/19/2025 22:27:42,270.45
516,516,card,success,9/11/2025 12:54:28,327.73
517,517,upi,success,11/25/2025 9:48:19,348.54
518,518,upi,success,8/2/2025 22:37:58,117.01
519,519,cash,success,9/30/2025 12:38:13,67.15
520,520,card,success,1/2/2026 21:22:00,193.77
521,521,cash,success,1/1/2026 23:49:30,332.13
522,522,cash,success,8/10/2025 2:12:04,236.49
523,523,cash,success,8/12/2025 15:56:55,114.97
524,524,upi,success,11/14/2025 10:38:18,303.17
525,525,cash,success,9/26/2025 21:03:09,334.95
526,526,card,success,10/11/2025 0:16:52,287.22
527,527,card,success,12/11/2025 18:47:14,186.86
528,528,card,success,11/28/2025 5:53:24,188.23
529,529,cash,success,12/1/2025 21:51:50,342.39
530,530,cash,success,7/25/2025 1:13:46,278.05
531,531,upi,success,12/22/2025 4:26:26,220.14
532,532,upi,success,9/5/2025 6:04:11,349.65
533,533,card,success,8/9/2025 18:27:39,312.27
534,534,upi,success,9/2/2025 11:03:10,250.58
535,535,cash,success,9/24/2025 11:34:05,57.65
536,536,upi,success,8/30/2025 14:38:58,319.14
537,537,upi,success,11/23/2025 21:05:10,186.83
538,538,upi,success,10/11/2025 15:23:49,83.15
539,539,card,success,12/15/2025 23:12:08,174.38
540,540,cash,success,10/11/2025 9:49:11,276.91
541,541,card,success,9/27/2025 0:56:58,53.73
542,542,upi,success,9/6/2025 15:09:26,289.62
543,543,card,success,9/25/2025 3:23:41,78.75
