shift_id,driver_id,shift_date,hours_online,trips_completed
649,5507,11/30/2025,7.7,8
650,34778,11/29/2025,9.4,22
651,30533,1/9/2026,6.7,1
652,19984,12/27/2025,7.8,17
653,12940,12/20/2025,8.2,21
654,7779,12/4/2025,2.8,22
655,29585,12/30/2025,10.5,11
656,5013,12/27/2025,10.2,12
657,13179,12/4/2025,8.3,4
658,39116,12/18/2025,4.7,0
659,16946,11/30/2025,8.8,3
660,40943,12/17/2025,7.8,7
661,12290,1/5/2026,5.6,12
662,22558,11/26/2025,8,9
663,4024,11/22/2025,10.3,20
664,22780,12/20/2025,4.6,0
665,10828,12/25/2025,2.2,19
666,42698,1/2/2026,6.4,13
667,32576,12/20/2025,7.3,25
668,43903,12/6/2025,10.2,22
669,1097,12/28/2025,5.4,8
670,38512,12/21/2025,1.6,22
671,9309,11/25/2025,8.5,9
672,30383,1/9/2026,10.9,13
673,2214,12/4/2025,8.8,24
674,14797,1/9/2026,1.2,16
675,15862,11/16/2025,6.9,12
676,41623,11/22/2025,8.8,9
677,10577,11/29/2025,7.1,17
678,27271,11/14/2025,5.4,16
679,37783,12/10/2025,4.8,20
680,9832,12/27/2025,9.1,13
681,25770,12/28/2025,6.2,0
682,1562,1/10/2026,8.3,15
683,45643,12/26/2025,9.8,1
684,13529,12/18/2025,9.9,24
685,21028,11/23/2025,4.2,21
686,19778,11/27/2025,10.5,7
687,2475,12/15/2025,3.7,11
688,17045,11/22/2025,1.2,24
689,12933,12/27/2025,10,13
690,20930,1/11/2026,11,12
691,14371,1/8/2026,9.3,20
692,8842,12/1/2025,10.2,16
693,47192,12/21/2025,9.3,18
694,13058,12/29/2025,2.3,6
695,35230,12/30/2025,1,21
696,36318,12/17/2025,7.7,18
697,6071,11/23/2025,9.1,4
698,35608,1/13/2026,10.4,18
699,32452,11/20/2025,6.8,6
700,13772,12/25/2025,6.4,0
701,8322,12/22/2025,7.4,16
702,40329,11/20/2025,2.2,17
703,17620,11/21/2025,9.5,24
704,23180,11/27/2025,5.8,22
705,14324,1/13/2026,5.4,1
706,27771,11/21/2025,7.4,5
707,45161,1/3/2026,1.2,17
708,34535,1/7/2026,8,25
709,17510,11/18/2025,4.4,11
710,34316,12/7/2025,8,10
711,32350,1/7/2026,2.6,7
712,43639,12/27/2025,2.1,23
713,48189,12/7/2025,5.3,5
714,11601,12/11/2025,7.7,5
715,6081,1/2/2026,6.7,1
716,10449,12/4/2025,5.5,19
717,37352,1/8/2026,8.5,18
718,26177,11/26/2025,5.2,11
719,35344,1/8/2026,4.9,5
720,30321,12/15/2025,2.9,22
721,36163,12/9/2025,2.5,23
722,32309,12/9/2025,3,15
723,13510,12/6/2025,1.6,18
724,33873,12/18/2025,9,14
725,11523,12/27/2025,8.3,21
726,34903,11/16/2025,7.1,13
727,11202,12/4/2025,2.9,21
728,38517,1/13/2026,8.3,24
729,39257,12/25/2025,7.1,8
730,12765,1/8/2026,7.3,0
731,28774,11/27/2025,2.5,6
732,16238,11/23/2025,6.5,7
733,44323,1/4/2026,1.3,0
734,14583,12/22/2025,9.2,20
735,37242,12/2/2025,11,13
736,47642,11/26/2025,1.7,9
737,41723,12/3/2025,5.2,15
738,21369,11/18/2025,5.2,4
739,7906,12/22/2025,8.6,24
740,1939,12/3/2025,10.6,4
741,12774,1/3/2026,9.4,23
742,39418,12/19/2025,3,4
743,43794,12/30/2025,9.4,10
744,16119,11/15/2025,2.3,20
745,8789,12/27/2025,7.4,11
746,47300,12/22/2025,8.5,0
747,40622,12/13/2025,6.2,5
748,44330,11/22/2025,7.1,3
749,8332,12/25/2025,1.1,14
750,18863,12/28/2025,8.1,18
751,20971,12/2/2025,5.3,8
752,10186,12/3/2025,8.9,14
753,14737,12/30/2025,8.1,5
754,31778,11/21/2025,11,0
755,3050,12/27/2025,3.9,13
756,20603,12/26/2025,1.8,22
757,17788,12/3/2025,2.6,3
758,47787,12/29/2025,2.6,9
759,34588,11/26/2025,8.5,20
760,39643,12/14/2025,8.1,14
761,7148,11/26/2025,6.9,22
762,16459,12/23/2025,3.9,12
763,43144,11/17/2025,3.2,10
764,24778,12/14/2025,10.9,19
765,15428,12/5/2025,1.8,18
766,9020,11/17/2025,6.9,0
767,26444,12/15/2025,7.9,6
768,46043,12/26/2025,8.6,17
769,35617,1/11/2026,9.2,13
770,32611,12/29/2025,6.2,14
771,30247,12/4/2025,9.8,16
772,40593,1/11/2026,8.7,18
773,1017,12/27/2025,2.1,15
774,8186,11/20/2025,5.6,5
775,36642,11/22/2025,4.8,23
776,1337,1/12/2026,1.3,17
777,35778,1/7/2026,3.3,16
778,17197,12/15/2025,7.8,10
779,12731,12/3/2025,4.6,13
780,8533,11/14/2025,2.2,17
781,30687,11/19/2025,5.7,0
782,33191,12/2/2025,6.2,10
783,48165,11/26/2025,4.8,3
